x1 y1 x2 y2 x3 y3 angle1
0 0 122 91 73 0 24.979926476715377
0 0 108 130 83 0 28.83323231689615
0 0 126 115 129 0 49.10767986657578
0 0 187 136 119 0 27.407575437818405
0 0 100 92 16 0 4.98850623288862
0 0 24 53 111 0 83.01287215006917
0 0 99 149 175 0 60.62587006585002
0 0 134 141 199 0 68.29124333482028
0 0 58 101 197 0 83.86406027257804
0 0 172 10 44 0 1.1397548196633145
0 0 163 57 72 0 12.787556326179233
0 0 28 149 93 0 34.21170346847037
0 0 164 112 17 0 2.9737310824801697
0 0 170 146 34 0 6.374154188542485
0 0 5 84 11 0 7.492060534969566
0 0 91 118 182 0 75.27784465684412
0 0 67 16 58 0 47.21121758652707
0 0 120 84 110 0 48.21900522700255
0 0 36 26 7 0 6.040216583606051
0 0 128 39 180 0 126.18477897677684
0 0 8 144 87 0 31.929492086073843
0 0 101 49 103 0 66.45703218905497
0 0 170 104 29 0 4.9552410459687675
0 0 60 105 166 0 75.01642324262674
0 0 34 169 117 0 37.53188998079846
0 0 195 170 63 0 11.089961029454441
0 0 24 98 30 0 17.264316756575724
0 0 121 107 9 0 2.2058546589410875
0 0 146 7 147 0 95.38514646031784
0 0 132 10 149 0 145.2021410973516
0 0 137 75 34 0 7.362143341155916
0 0 79 100 73 0 34.87510520499719
0 0 193 135 63 0 11.108832954085505
0 0 56 81 8 0 4.007686748468282
0 0 195 151 189 0 49.97181245523349
0 0 122 84 7 0 1.5973247556665109
0 0 92 172 109 0 33.78622343804781
0 0 70 188 67 0 19.508116264274463
0 0 72 13 20 0 3.8014407045031238
0 0 19 155 186 0 54.12274849248577
0 0 148 194 154 0 39.110994405567745
0 0 34 45 159 0 107.27419696278547
0 0 182 40 118 0 19.609976374325015
0 0 60 48 75 0 68.69421638217123
0 0 139 123 107 0 33.91169659776925
0 0 103 65 149 0 93.03203844819258
0 0 25 158 32 0 11.528009015226019
0 0 15 184 94 0 27.89670699380285
0 0 160 196 169 0 41.85475598297539
0 0 113 148 161 0 55.331362794133376
0 0 40 63 30 0 23.392984186969525
0 0 7 165 151 0 43.54136376266689
0 0 12 175 3 0 0.9786665405230774
0 0 35 10 194 0 160.45583598226887
0 0 105 154 127 0 42.41697933136494
0 0 110 190 170 0 47.59415119558532
0 0 101 54 105 0 66.1050524349978
0 0 166 80 199 0 86.68544187781245
0 0 64 98 54 0 27.320653802700228
0 0 184 39 47 0 3.923042066523947
0 0 58 197 137 0 38.256822272627794
0 0 68 98 93 0 49.06695381614778
0 0 110 16 161 0 154.306136380722
0 0 143 156 15 0 3.141129835636044
0 0 130 142 100 0 30.544560911142106
0 0 129 162 68 0 17.896655762668615
0 0 198 162 171 0 41.24827092947403
0 0 57 139 107 0 42.081436580796606
0 0 27 65 130 0 80.3025361078385
0 0 171 72 167 0 63.98651570221822
0 0 27 54 186 0 97.80640082923576
0 0 10 7 73 0 138.66778805553145
0 0 18 25 166 0 116.1660542296181
0 0 5 102 73 0 36.49643777776805
0 0 191 184 48 0 8.215977455649998
0 0 107 107 23 0 6.866429802497725
0 0 199 117 129 0 28.655352854914806
0 0 28 160 95 0 32.64774365987101
0 0 195 30 177 0 50.290081205371266
0 0 38 180 73 0 22.924279391671835
0 0 144 195 44 0 9.294760058803913
0 0 16 198 27 0 7.799753601524567
0 0 56 16 42 0 32.868678933367505
0 0 27 140 27 0 10.91588243169311
0 0 88 141 20 0 6.222246821938324
0 0 11 65 179 0 78.45351277154813
0 0 29 156 65 0 23.525544644591346
0 0 103 148 84 0 27.520305059758645
0 0 7 10 18 0 82.71833119246493
0 0 34 119 124 0 53.04570428665763
0 0 57 65 106 0 78.25894416307713
0 0 12 18 153 0 116.41506256809052
0 0 66 14 37 0 13.79319518013531
0 0 117 46 69 0 22.31823884014891
0 0 84 99 98 0 48.3631618621718
0 0 127 78 96 0 36.768218537806234
0 0 81 144 34 0 11.281646246218
0 0 50 164 198 0 59.01963960560404
0 0 198 94 62 0 9.255404062833959
0 0 131 49 90 0 29.57150888824613
0 0 129 171 88 0 23.54732957827337
0 0 173 19 51 0 2.584522694539969
0 0 137 55 132 0 62.932091481014
0 0 65 85 31 0 15.603947145056788
0 0 145 133 29 0 6.377363898705582
0 0 128 43 53 0 11.257953923436943
0 0 101 175 168 0 50.940787793736156
0 0 26 34 12 0 15.025221579448965
0 0 89 13 168 0 162.34505093037612
0 0 74 32 124 0 123.99553587159343
0 0 109 131 161 0 61.412956747857706
0 0 135 7 160 0 161.38951951291958
0 0 13 20 11 0 27.31327441829701
0 0 104 3 34 0 0.8017269968758866
0 0 118 95 47 0 14.389711333223719
0 0 154 134 17 0 3.338251226324546
0 0 32 3 110 0 172.44157679537906
0 0 92 97 108 0 52.85110205698999
0 0 51 83 15 0 8.120908551360534
0 0 67 186 123 0 36.56553253269039
0 0 180 148 57 0 10.842868555604705
0 0 120 182 118 0 32.768889859576966
0 0 103 135 98 0 35.221193909624674
0 0 11 9 98 0 134.80445202372914
0 0 104 121 58 0 19.864129078648215
0 0 98 143 112 0 40.01497121078843
0 0 91 158 2 0 0.5475883939412078
0 0 9 119 151 0 54.361104729977335
0 0 111 6 174 0 171.4656099100774
0 0 153 101 165 0 63.34562821730103
0 0 22 181 13 0 4.083516580847003
0 0 36 149 74 0 27.890320650247002
0 0 152 58 103 0 28.922152502337436
0 0 96 111 130 0 57.88553303178276
0 0 78 145 19 0 6.135948836212846
0 0 16 155 5 0 1.8341828672658826
0 0 112 84 96 0 42.34580448659338
0 0 134 171 33 0 7.515225733949561
0 0 82 4 25 0 1.2214733296976101
0 0 156 33 39 0 3.806996475006708
0 0 129 48 141 0 83.62636063412249
0 0 31 161 114 0 38.1710963513751
0 0 98 67 64 0 28.73452624647375
0 0 149 130 14 0 2.814923826426858
0 0 61 151 53 0 18.9647007904652
0 0 95 25 92 0 68.41366375089832
0 0 126 51 1 0 0.15923258853755934
0 0 31 149 7 0 2.6026754726493393
0 0 70 37 80 0 77.2643566130683
0 0 111 81 184 0 95.90692806804013
0 0 152 169 105 0 26.42688092621275
0 0 18 169 198 0 52.88487547935166
0 0 72 37 23 0 9.858400240900506
0 0 93 88 71 0 32.54611045469213
0 0 132 156 178 0 56.66565976080722
0 0 5 150 135 0 42.8235356530215
0 0 65 53 90 0 76.05989030010547
0 0 194 130 113 0 24.247757100065098
0 0 134 158 198 0 62.35238220177728
0 0 36 14 85 0 142.80409859194393
0 0 85 108 63 0 26.690224799494036
0 0 81 26 33 0 10.646939700432952
0 0 174 42 44 0 4.334013121086682
0 0 157 32 72 0 9.1095599984152
0 0 116 193 174 0 47.733869893461986
0 0 149 193 152 0 38.55942086707466
0 0 176 31 108 0 14.517997803893023
0 0 118 190 137 0 37.55305039748484
0 0 25 23 88 0 117.3298492938134
0 0 19 28 177 0 114.11034595754457
0 0 197 48 52 0 4.622754743464634
0 0 109 179 59 0 15.732224150163358
0 0 66 61 182 0 109.51639533754779
0 0 84 137 126 0 48.55800653930451
0 0 130 64 31 0 6.669861647443262
0 0 38 71 56 0 42.38215534702439
0 0 66 133 84 0 34.09995977280414
0 0 156 72 130 0 45.36964506184703
0 0 84 130 98 0 39.01530459301418
0 0 14 194 45 0 13.206349568500654
0 0 100 24 62 0 18.77991103378182
0 0 137 64 45 0 9.78470483728087
0 0 13 55 133 0 78.67500554433067
0 0 50 83 138 0 77.74000287602786
0 0 51 103 126 0 62.40254652272895
0 0 152 195 140 0 34.41450483027732
0 0 83 60 177 0 111.58714752194531
0 0 79 131 97 0 38.91593292203058
0 0 127 31 186 0 138.56415205345633
0 0 51 21 68 0 106.61085899054589
0 0 43 52 68 0 65.26494652952118
0 0 3 30 183 0 86.24827092947402
0 0 61 158 151 0 50.77709068589761
0 0 78 3 151 0 175.44410497212607
0 0 65 65 58 0 38.85337434035333
0 0 160 13 63 0 2.9882521613395703
0 0 73 17 199 0 159.20680997211176
0 0 122 175 159 0 46.82015589064573
0 0 36 4 65 0 165.80649495211188
0 0 27 155 195 0 57.18618425852415
0 0 120 110 62 0 19.688094142065015
0 0 143 76 55 0 12.82584537955783
0 0 39 73 16 0 10.625211499907392
0 0 195 83 76 0 11.838369805846988
0 0 54 195 146 0 40.7363362477163
0 0 189 35 125 0 18.18166947710341
0 0 48 102 37 0 19.04595530220109
0 0 83 37 108 0 100.01943077792247
0 0 78 185 145 0 42.76981027401986
0 0 189 58 171 0 55.69842655870742
0 0 157 12 21 0 0.6716540312628757
0 0 114 147 112 0 37.01445667749826
0 0 105 170 140 0 43.33506366844615
0 0 53 42 184 0 123.82842985139557
0 0 87 157 140 0 47.64622964624515
0 0 157 96 49 0 10.189214376485468
0 0 159 164 144 0 38.887211853561574
0 0 195 103 87 0 15.79929024619213
0 0 64 26 169 0 143.98277384639363
0 0 190 198 138 0 29.10373943607559
0 0 146 67 147 0 66.20451267364206
0 0 158 180 149 0 38.413536801139955
0 0 17 97 150 0 63.83643000277634
0 0 141 10 144 0 102.64250637269873
0 0 155 173 32 0 6.44670318918256
0 0 146 151 47 0 10.78549926955011
0 0 17 54 191 0 90.23331485731569
0 0 91 133 159 0 61.46001481204005
0 0 87 3 51 0 2.788707679844132
0 0 162 198 85 0 18.038901355367106
0 0 149 181 154 0 41.04371638982809
0 0 158 135 77 0 18.524660304170688
0 0 27 117 123 0 52.363934034281236
0 0 118 179 168 0 49.000207039574015
0 0 12 156 182 0 51.857749345100146
0 0 157 186 125 0 30.405469237822818
0 0 116 174 103 0 29.417286758370537
0 0 104 167 22 0 5.76090395411286
0 0 154 116 16 0 3.06095937856426
0 0 49 44 113 0 103.56893241175598
0 0 35 120 130 0 54.62769009317349
0 0 13 91 199 0 72.0600347978353
0 0 197 142 58 0 9.82715286454764
0 0 197 155 134 0 29.684896739026122
0 0 125 66 87 0 32.234434218941395
0 0 186 12 103 0 4.53533647765694
0 0 84 102 185 0 84.19021691207297
0 0 158 168 26 0 5.085785102722817
0 0 2 126 38 0 16.85477635012198
0 0 79 137 102 0 39.49969730916668
0 0 117 128 17 0 4.430530446804847
0 0 154 55 77 0 15.883853733921075
0 0 101 75 182 0 100.60596925232663
0 0 84 3 91 0 154.75600099746458
0 0 46 29 120 0 126.3714324328192
0 0 194 107 145 0 36.51610240714618
0 0 139 180 184 0 51.71236096210189
0 0 140 132 193 0 68.56089242952702
0 0 120 36 149 0 112.15413010635972
0 0 183 147 120 0 28.027238550777582
0 0 199 98 174 0 49.470450388006185
0 0 193 87 167 0 49.09642826757068
0 0 137 76 115 0 44.836578368111454
0 0 27 177 120 0 36.39167567606313
0 0 56 170 101 0 33.05897105105949
0 0 108 123 172 0 68.77380742442193
0 0 124 6 64 0 2.940377340299351
0 0 75 118 171 0 71.57016246013973
0 0 74 68 13 0 5.525536312272693
0 0 135 4 55 0 1.1652490365120112
0 0 160 38 182 0 106.70836437709796
0 0 43 89 150 0 76.03446708443082
0 0 35 161 142 0 45.87263789633967
0 0 5 80 189 0 70.07776869904525
0 0 151 148 87 0 22.189633695029165
0 0 190 104 93 0 18.2996649218984
0 0 57 7 98 0 163.30994588213787
0 0 79 65 65 0 38.39802933581457
0 0 96 8 133 0 163.03588958189303
0 0 136 23 156 0 121.41018383302843
0 0 71 84 34 0 16.4334191220047
0 0 54 77 47 0 29.84750049380422
0 0 112 1 152 0 178.0563479492483
0 0 145 133 153 0 50.913880047530796
0 0 176 76 97 0 20.53562301295409
0 0 95 169 150 0 47.368811267336554
0 0 52 11 53 0 83.25025171928847
0 0 166 6 187 0 161.98457344603605
0 0 91 106 121 0 56.44829289086592
0 0 197 41 74 0 6.6782746848864285
0 0 69 39 182 0 131.4828802583149
0 0 40 60 116 0 85.39990433373671
0 0 11 128 61 0 26.24864746431162
0 0 184 32 44 0 3.0091946165280468
0 0 165 104 6 0 0.9648642868226468
0 0 151 152 47 0 10.430560980811384
0 0 74 71 105 0 69.77229134375064
0 0 187 121 51 0 8.754434997313208
0 0 183 184 179 0 43.59851682937337
0 0 166 167 194 0 54.34589028022088
0 0 116 146 187 0 64.40158158958135
0 0 101 86 139 0 73.42483907934259
0 0 190 6 2 0 0.019228921846044716
0 0 42 126 164 0 62.5109034701493
0 0 113 93 132 0 62.092007854789365
0 0 35 45 132 0 102.9875719401737
0 0 172 84 168 0 61.244096814580274
0 0 144 40 187 0 121.54591965628684
0 0 50 67 4 0 2.2606127844531216
0 0 173 185 80 0 16.39138990156005
0 0 138 111 93 0 29.120716400831384
0 0 38 138 48 0 19.540172995099393
0 0 40 81 65 0 43.43383276153201
0 0 183 118 128 0 32.19541719830317
0 0 134 11 125 0 46.01773063190981
0 0 77 158 117 0 40.188674280740486
0 0 159 3 185 0 172.33713115816138
0 0 122 80 147 0 74.09965806154928
0 0 102 27 141 0 130.47836649841037
0 0 103 188 183 0 51.768416787450946
0 0 76 37 95 0 91.22234182391658
0 0 87 152 79 0 26.7726715335052
0 0 143 111 39 0 9.045320757059189
0 0 7 178 110 0 32.30793707234226
0 0 168 24 133 0 26.308886954647637
0 0 29 108 76 0 38.54839219712553
0 0 97 170 191 0 58.64858488214963
0 0 101 10 70 0 12.224275773200608
0 0 46 31 14 0 10.114075514543986
0 0 105 90 177 0 88.05851360908562
0 0 9 62 186 0 78.95497410132829
0 0 107 67 36 0 11.286227146654102
0 0 116 42 26 0 5.1131439407921295
0 0 154 176 17 0 3.288410733424057
0 0 26 97 21 0 12.054141273853887
0 0 50 2 183 0 176.8478642227941
0 0 135 184 53 0 12.247088178920356
0 0 102 82 57 0 22.446327004389413
0 0 13 49 94 0 73.68726542020482
0 0 134 15 147 0 124.52726619426062
0 0 45 17 77 0 131.3250748774566
0 0 159 93 41 0 7.919295592944138
0 0 101 119 91 0 35.51909638204918
0 0 20 32 65 0 86.58832793161606
0 0 150 4 196 0 173.5027338296767
0 0 147 122 46 0 10.689336342578942
0 0 141 183 53 0 11.932250779443688
0 0 21 146 190 0 57.36112649821002
0 0 68 67 199 0 108.33691480532474
0 0 74 195 138 0 38.9512128474434
0 0 15 35 16 0 24.83516755526493
0 0 58 61 147 0 99.12939788762507
0 0 102 45 178 0 125.56405799672157
0 0 96 192 45 0 11.689369175439232
0 0 82 58 96 0 68.29801293656308
0 0 82 57 25 0 10.195988247286765
0 0 164 170 114 0 27.581304861659223
0 0 180 74 165 0 56.19313930621339
0 0 122 42 15 0 2.434513120744727
0 0 17 67 115 0 69.87790016817166
0 0 127 196 136 0 35.570672306085
0 0 160 42 107 0 23.686860603563304
0 0 187 59 158 0 46.31380654809077
0 0 52 98 149 0 72.65714709323947
0 0 26 8 51 0 145.1525994058907
0 0 118 157 72 0 20.597995219671866
0 0 20 82 160 0 73.34884554531318
0 0 157 52 150 0 64.00779894144033
0 0 5 146 18 0 7.049677865308028
0 0 127 160 184 0 58.04923002889574
0 0 159 32 93 0 14.487142879217837
0 0 111 164 24 0 6.14588666593672
0 0 2 120 111 0 43.20475607895978
0 0 97 62 105 0 64.76667200597795
0 0 120 42 189 0 129.3812609130071
0 0 56 108 60 0 29.528671834479862
0 0 70 55 72 0 53.92533869236183
0 0 189 97 148 0 39.919029231769834
0 0 49 75 180 0 93.36596307530756
0 0 137 154 24 0 5.386660090082745
0 0 93 177 166 0 50.13119109681763
0 0 74 44 34 0 16.99082329198616
0 0 117 185 125 0 34.78670053722473
0 0 149 74 12 0 1.9644912206295944
0 0 136 47 19 0 2.821244585340956
0 0 157 144 170 0 52.631583428693695
0 0 172 63 135 0 39.45749102958321
0 0 160 95 45 0 8.859945418180077
0 0 64 19 45 0 28.46516214265483
0 0 108 46 96 0 52.30871376154369
0 0 113 158 142 0 45.972518130783016
0 0 38 198 17 0 4.809868027972827
0 0 1 120 62 0 27.423202205814338
0 0 38 189 91 0 27.03295213224273
0 0 73 189 159 0 45.58551486343695
0 0 13 167 170 0 47.68334694703049
0 0 55 186 134 0 39.485336751040414
0 0 40 198 97 0 27.48117358215993
0 0 175 177 122 0 28.004917386880766
0 0 161 197 34 0 6.4490531927981465
0 0 187 65 74 0 10.741303920919316
0 0 62 115 61 0 27.832246472926432
0 0 160 105 4 0 0.6686990349174508
0 0 114 152 30 0 7.943471810590459
0 0 166 44 20 0 1.9257717365467806
0 0 23 131 38 0 16.4902072863134
0 0 145 190 23 0 4.644615467638849
0 0 51 128 78 0 33.635406933385426
0 0 91 187 182 0 51.89798253735752
0 0 19 36 137 0 100.85794827571706
0 0 120 131 195 0 72.28259606951298
0 0 57 67 108 0 77.66752488120841
0 0 74 73 114 0 74.11008799318755
0 0 16 77 35 0 25.599598769743494
0 0 141 113 89 0 26.579871311124798
0 0 76 97 111 0 57.91958044553335
0 0 104 54 128 0 86.52276102637887
0 0 34 7 182 0 165.65844851519333
0 0 168 39 22 0 1.8865220337918047
0 0 18 41 60 0 69.39292314883133
0 0 199 182 151 0 32.78025977080016
0 0 76 138 149 0 56.720851653407564
0 0 37 103 159 0 69.58632951633618
0 0 159 46 168 0 84.93461391663384
0 0 171 35 37 0 3.0708386767745806
0 0 159 120 128 0 38.47279166659417
0 0 20 144 97 0 36.04156868478543
0 0 162 167 177 0 49.26186494143861
0 0 72 67 73 0 47.91520841998985
0 0 107 168 13 0 3.265202641381222
0 0 165 43 142 0 47.25166141329128
0 0 62 72 111 0 74.96956947656672
0 0 132 119 104 0 34.72434139397302
0 0 37 60 49 0 42.9706835706568
0 0 63 78 34 0 18.532667510743916
0 0 155 121 112 0 32.45901021599055
0 0 98 27 64 0 23.050284254236338
0 0 65 157 122 0 42.443977247469995
0 0 115 19 113 0 74.60948388175724
0 0 77 48 104 0 87.41930462611938
0 0 46 111 139 0 62.46737090371631
0 0 126 18 185 0 154.90374953730782
0 0 187 196 152 0 33.52920006048915
0 0 137 198 29 0 6.06964375279298
0 0 14 100 161 0 63.74324858209754
0 0 175 185 176 0 43.71856362876426
0 0 151 141 33 0 7.036148045927866
0 0 82 76 84 0 48.682179873385024
0 0 169 104 14 0 2.2528345541633312
0 0 32 108 180 0 70.38502053227526
0 0 12 77 97 0 56.685083341789614
0 0 68 137 16 0 5.612659121507714
0 0 95 198 86 0 23.029035447914154
0 0 125 126 40 0 10.768003750734046
0 0 72 31 130 0 128.58170136281677
0 0 29 146 115 0 41.734277240589535
0 0 58 61 122 0 89.93070924963357
0 0 12 79 197 0 75.51333952670149
0 0 53 9 48 0 51.30785778799191
0 0 38 132 8 0 3.255721241873928
0 0 26 39 11 0 12.652556500557967
0 0 74 4 38 0 3.246133686992904
0 0 153 147 55 0 12.455695312195294
0 0 175 60 109 0 23.349044590042485
0 0 7 179 25 0 7.981759215756
0 0 11 129 127 0 46.83656059925228
0 0 118 194 71 0 17.691408721093442
0 0 2 103 159 0 57.845483772710026
0 0 14 151 105 0 36.37227488418735
0 0 21 23 86 0 112.91130822503445
0 0 137 119 147 0 53.82547593608919
0 0 31 111 152 0 63.07206505888529
0 0 163 28 134 0 34.24782385563836
0 0 129 145 134 0 43.63299015362084
0 0 72 161 146 0 48.77923503635241
0 0 38 91 155 0 74.7895737835979
0 0 139 28 180 0 134.28060310644216
0 0 157 89 86 0 21.870797371368457
0 0 59 124 177 0 69.02514095014979
0 0 154 167 16 0 3.1123443364500822
0 0 172 95 128 0 36.23542067602553
0 0 95 145 82 0 28.1085455308512
0 0 184 185 193 0 47.62989368702243
0 0 66 98 168 0 80.10482265785137
0 0 71 85 14 0 6.026468697075408
0 0 83 40 140 0 119.20986743158183
0 0 144 129 177 0 62.494289507645156
0 0 153 65 82 0 19.456321291499087
0 0 47 37 63 0 75.17419563165254
0 0 194 194 175 0 39.40639655088775
0 0 199 80 138 0 30.77385665868565
0 0 180 73 67 0 10.787887745135002
0 0 134 117 88 0 27.41178727884535
0 0 4 96 104 0 48.55508335829623
0 0 73 156 139 0 48.009284085839994
0 0 52 58 116 0 89.69342622209551
0 0 160 11 106 0 7.580934912256429
0 0 133 97 179 0 79.26741872275926
0 0 158 147 185 0 57.473221231793254
0 0 108 120 22 0 6.359305204395748
0 0 152 51 185 0 104.35728481956524
0 0 153 167 91 0 22.127086530120714
0 0 147 4 181 0 171.73147898603222
0 0 77 178 101 0 31.0715135649151
0 0 157 193 140 0 34.09358476273316
0 0 55 154 69 0 24.84825296578811
0 0 74 161 39 0 12.420030645375505
0 0 58 160 92 0 31.922479966107904
0 0 114 7 103 0 28.957442030243524
0 0 182 195 15 0 2.4479774176683593
0 0 137 26 68 0 9.901133595392487
0 0 183 148 124 0 29.301405297880393
0 0 156 57 65 0 11.990417818274846
0 0 189 144 36 0 5.960347133088188
0 0 169 60 88 0 16.982487633643306
0 0 193 195 84 0 15.500592535126861
0 0 79 162 85 0 28.117473647250435
0 0 121 122 148 0 57.24328803205103
0 0 48 67 97 0 71.79811028723071
0 0 170 38 149 0 48.47341433866572
0 0 193 199 41 0 6.749810141171583
0 0 128 146 64 0 17.570905829807543
0 0 198 81 7 0 0.7319889927682444
0 0 86 57 4 0 1.2679647684056303
0 0 137 75 1 0 0.17715174053577848
0 0 39 142 71 0 28.057077913094993
0 0 131 89 194 0 91.10157853098008
0 0 76 11 116 0 156.3881294269643
0 0 24 49 177 0 98.33716567474566
0 0 4 108 155 0 56.5475414775583
0 0 117 132 163 0 60.76528496532043
0 0 116 16 48 0 5.387206613208963
0 0 144 51 89 0 23.336472005111396
0 0 123 2 145 0 173.87401449418772
0 0 140 43 168 0 105.99671179281573
0 0 8 131 20 0 8.728500574469804
0 0 181 53 132 0 30.924778835275717
0 0 170 174 94 0 20.73897945993537
0 0 149 29 28 0 2.4639898628898953
0 0 155 167 7 0 1.3174951457199382
0 0 91 20 87 0 66.29466069222131
0 0 36 198 147 0 39.580100746018616
0 0 134 26 140 0 92.01396678174297
0 0 152 62 164 0 78.76377374727579
0 0 116 133 160 0 59.39991406012706
0 0 30 154 189 0 56.93864616545868
0 0 139 127 63 0 16.685655508368555
0 0 105 181 21 0 5.223002751590633
0 0 116 160 156 0 49.97835533930883
0 0 176 126 35 0 6.185296049275654
0 0 96 179 185 0 54.64210396031095
